City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
267,zouerate,22.7187,-12.4521,29.38,21,0,3.54,MR,1711975166
268,jiangyou,31.7667,104.7167,20.47,78,100,0.8,CN,1711975166
269,rovinj,45.08,13.64,16.9,92,100,5.85,HR,1711975166
270,kununurra,-15.7667,128.7333,26.99,94,100,0.51,AU,1711974627
271,santana,-0.0583,-51.1817,29.1,84,75,2.57,BR,1711975166
272,betioky,-23.7167,44.3833,32.56,36,90,5.14,MG,1711975166
273,hithadhoo,-0.6,73.0833,29.44,70,83,2.82,MV,1711975166
274,caleta de carquin,-11.0925,-77.6267,22.43,83,54,2.63,PE,1711975166
275,san carlos,9.6612,-68.5827,29.22,51,100,0.64,VE,1711975166
276,pakse,15.1167,105.7833,36.08,44,20,1.03,LA,1711975166
277,kayangel,8.0823,134.7173,27.74,74,73,7.94,PW,1711975166
278,sarangani,5.4033,125.4636,27.72,83,100,10.98,PH,1711975166
279,nizhnyaya poyma,56.1622,97.1933,-5.55,79,99,3.19,RU,1711975166
280,gadzhiyevo,69.2551,33.3362,-4.44,64,99,8.06,RU,1711974776
281,kapa'a,22.0752,-159.319,23.18,80,75,6.17,US,1711975167
282,sao vicente,-23.9631,-46.3919,27.37,88,75,1.03,BR,1711975167
283,vilyuysk,63.7553,121.6247,-12.22,94,100,1.79,RU,1711975167
284,nyurba,63.2842,118.3319,-14.54,97,90,1.59,RU,1711975167
285,swan hill,-35.3378,143.5544,20.4,85,100,4.56,AU,1711974778
286,shindand,33.3029,62.1474,21.52,17,0,5.61,AF,1711974963
287,ruovesi,61.9858,24.0571,6.46,99,100,2.89,FI,1711975167
288,zaragoza,41.6561,-0.8773,17.79,37,40,5.66,ES,1711975019
289,christchurch,-43.5333,172.6333,12.11,82,100,0.0,NZ,1711974909
290,trunovskoye,45.4878,42.1358,22.72,38,98,3.91,RU,1711975167
291,remire-montjoly,4.9167,-52.2667,29.02,79,40,4.12,GF,1711975167
292,burela de cabo,43.65,-7.4,11.76,71,62,9.28,ES,1711975167
293,novomikhaylovskiy,44.2581,38.8578,16.93,58,20,0.68,RU,1711975167
294,fasa,28.9383,53.6482,23.58,16,40,3.09,IR,1711975167
295,olyokminsk,60.3736,120.4264,-13.31,96,63,0.41,RU,1711974921
296,iwanai,42.9744,140.5089,2.16,70,100,6.44,JP,1711975158
297,nagqu,31.5,92.0,1.95,11,2,5.08,CN,1711975167
298,tongchuanshi,35.0806,109.0897,16.9,82,100,0.38,CN,1711975168
299,horta,38.5333,-28.6333,17.8,84,20,10.8,PT,1711974702
300,zionsville,39.9509,-86.2619,9.56,90,40,3.09,US,1711975050
301,timra,62.487,17.3257,1.82,80,100,6.69,SE,1711975168
302,san luis de la loma,17.2706,-100.8939,23.99,63,0,1.76,MX,1711975168
303,port moresby,-9.4431,147.1797,26.18,86,100,1.25,PG,1711975111
304,faya-largeau,17.9257,19.1043,40.94,6,0,7.2,TD,1711974773
305,nadi,-17.8,177.4167,24.0,100,40,0.0,FJ,1711974677
306,ungsang-nodongjagu,42.3578,130.4622,5.57,36,100,4.66,KP,1711975168
307,ingeniero guillermo n. juarez,-23.9,-61.85,29.41,66,8,4.3,AR,1711975168
308,mitu,1.1983,-70.1733,25.03,90,100,0.47,CO,1711975168
309,pitimbu,-7.4706,-34.8086,30.33,70,54,1.53,BR,1711975168
310,banjarmasin,-3.3244,114.591,25.08,96,100,1.44,ID,1711975168
311,fale old settlement,-9.3852,-171.2468,29.87,72,7,6.98,TK,1711975168
312,arraial do cabo,-22.9661,-42.0278,24.92,78,40,2.06,BR,1711974767
313,suntar,62.1444,117.6319,-14.07,98,70,1.3,RU,1711975168
314,malvan,16.0667,73.4667,27.9,68,0,5.5,IN,1711974783
315,andratx,39.5755,2.4202,17.75,64,1,10.92,ES,1711975168
316,el matama,16.7095,33.3565,36.77,7,0,3.62,SD,1711975168
317,mineral wells,32.8085,-98.1128,21.26,82,0,0.0,US,1711975168
318,as sulayyil,20.4607,45.5779,29.14,32,87,6.61,SA,1711975169
319,georgievka,49.3314,81.5761,5.1,71,24,2.94,KZ,1711975169
320,rio gallegos,-51.6226,-69.2181,7.03,57,0,6.17,AR,1711974978
321,belabo,4.9333,13.3,36.14,29,98,1.97,CM,1711975169
322,bikenibeu village,1.3673,173.1241,27.98,89,75,2.57,KI,1711974774
323,aykhal,66.0,111.5,-6.18,97,98,3.05,RU,1711975169
324,katsuura,35.1333,140.3,11.46,78,82,6.16,JP,1711975169
325,idabel,33.8957,-94.8263,19.97,96,100,2.57,US,1711975169
326,seaside,36.6111,-121.8516,9.76,89,0,2.57,US,1711974962
327,fort myers beach,26.452,-81.9481,22.23,87,0,1.34,US,1711975029
328,alice springs,-23.7,133.8833,25.12,59,59,2.57,AU,1711975169
329,dapa,9.7594,126.0531,26.81,82,10,3.87,PH,1711975169
330,moussoro,13.6408,16.4901,41.93,6,100,6.95,TD,1711975169
331,kishtwar,33.3167,75.7667,13.55,67,92,0.42,IN,1711975169
332,kill devil hills,36.0307,-75.676,18.0,81,0,4.63,US,1711975169
333,sinop,41.7711,34.8709,21.99,35,0,2.89,TR,1711975023
334,dzhalagash,45.0833,64.6667,12.42,37,100,4.34,KZ,1711975170
335,castillos,-34.1667,-53.8333,13.86,93,100,4.51,UY,1711975170
336,fort bragg,35.139,-79.006,19.0,73,75,4.63,US,1711975170
337,corner brook,48.9667,-57.9484,1.09,70,68,1.3,CA,1711975170
338,eraan,9.0629,117.7016,26.52,83,64,1.4,PH,1711975170
339,long beach,33.767,-118.1892,12.71,87,0,0.0,US,1711974986
340,boguchany,58.3814,97.4531,-7.86,88,65,2.24,RU,1711975170
341,petropavlovsk-kamchatsky,53.0452,158.6483,-0.67,88,75,4.47,RU,1711975170
342,trairi,-3.2778,-39.2689,27.52,77,96,1.58,BR,1711974896
343,amos,48.5669,-78.1162,-5.07,92,99,3.5,CA,1711974589
344,camocim,-2.9022,-40.8411,28.14,74,93,1.34,BR,1711975170
345,conde,-7.2597,-34.9075,29.7,74,20,0.0,BR,1711975170
346,waingapu,-9.6567,120.2641,27.46,84,100,0.59,ID,1711974767
347,bam,29.106,58.357,23.31,18,94,5.2,IR,1711975170
348,porto torres,40.835,8.3972,14.1,75,100,8.38,IT,1711975170
349,woolgoolga,-30.1106,153.2007,19.47,81,61,2.05,AU,1711975170
350,barra do garcas,-15.89,-52.2567,30.32,74,0,1.32,BR,1711975170
351,sodra sandby,56.5667,16.6167,9.38,85,64,5.87,SE,1711975171
352,mawlaik,23.6333,94.4167,28.17,44,4,1.74,MM,1711975171
353,amga,60.8953,131.9608,-20.35,100,70,0.22,RU,1711975171
354,tuburan,6.6439,122.2736,27.05,70,2,1.38,PH,1711975171
355,howard springs,-12.497,131.047,26.95,96,98,2.05,AU,1711975171
356,maba,24.6841,113.5984,26.66,20,100,2.56,CN,1711975171
357,saipan,15.1355,145.701,27.39,1,75,8.23,MP,1711975171
358,ornskoldsvik,63.2909,18.7153,0.53,86,100,3.6,SE,1711975171
359,ciudad lazaro cardenas,17.9583,-102.2,21.58,79,5,1.26,MX,1711975119
360,chokwe,-24.5333,32.9833,29.91,37,9,3.01,MZ,1711975171
361,nabire,-3.3667,135.4833,26.13,90,100,0.93,ID,1711975171
362,bay harbor,30.1471,-85.6146,19.99,94,75,2.06,US,1711975171
363,three rivers,41.9439,-85.6325,6.58,93,100,4.12,US,1711975171
364,turan,16.0678,108.2208,26.99,89,20,1.54,VN,1711975054
365,jieshi,22.8134,115.8257,23.79,94,18,4.09,CN,1711975171
366,vuktyl,63.8567,57.3094,-2.72,85,100,4.92,RU,1711975172
367,jutai,-5.1833,-68.9,25.95,87,100,0.77,BR,1711975172
368,apolinario saravia,-24.4328,-63.9954,27.84,64,2,3.43,AR,1711975172
369,copiapo,-27.3667,-70.3333,14.83,46,0,1.05,CL,1711974986
370,quartu sant'elena,39.2419,9.1839,19.16,67,40,7.72,IT,1711975155
371,hami,42.8,93.45,14.15,25,100,5.9,CN,1711975172
372,ternate,0.8,127.4,27.69,80,73,3.64,ID,1711975172
373,keren,15.7778,38.4581,31.73,16,0,8.56,ER,1711974791
374,praia da vitoria,38.7333,-27.0667,19.14,68,20,8.05,PT,1711975172
375,cabeza del buey,38.7223,-5.2195,13.27,54,74,6.7,ES,1711975172
376,greenland,43.0362,-70.8328,7.79,78,100,0.89,US,1711975172
377,nadym,65.5333,72.5167,-4.69,96,100,5.73,RU,1711975172
378,ugoofaaru,5.6667,73.0,29.34,70,61,2.4,MV,1711975172
379,otacilio costa,-27.4831,-50.1219,19.73,73,100,1.53,BR,1711975172
380,papao,-17.75,-149.55,26.82,82,100,10.45,PF,1711974770
381,kantilo,20.35,85.1833,33.9,36,64,2.83,IN,1711975172
382,port saint john's,-31.6229,29.5448,25.66,77,96,1.83,ZA,1711975172
383,bocana de paiwas,12.7857,-85.1227,24.04,80,99,1.81,NI,1711975172
384,mumbwa,-14.9783,27.0619,30.56,30,100,2.52,ZM,1711975173
385,moree,-29.4667,149.85,24.44,47,61,5.31,AU,1711975173
386,hilo,19.7297,-155.09,21.82,87,40,2.06,US,1711974988
387,kilimatinde,-5.85,34.95,26.8,57,77,0.71,TZ,1711975173
388,taguatinga,-12.3857,-46.5711,31.2,60,100,0.7,BR,1711975159
389,klyuchi,52.2667,79.1667,8.11,37,96,3.37,RU,1711974788
390,tawau,4.2498,117.8871,28.07,82,71,2.39,MY,1711975166
391,beckley,37.7782,-81.1882,16.52,82,100,3.09,US,1711974942
392,palmer,42.1584,-72.3287,7.27,83,100,0.0,US,1711975173
393,obligado,-27.0333,-55.6333,24.32,46,6,1.68,PY,1711975173
394,la foa,-21.7108,165.8276,23.05,77,98,2.3,NC,1711975173
395,dhidhdhoo,6.8833,73.1,29.49,71,21,2.21,MV,1711975173
396,menongue,-14.6585,17.691,27.83,46,100,1.87,AO,1711975173
397,ghanzi,-21.5667,21.7833,23.98,58,64,5.69,BW,1711975173
398,colares,38.7992,-9.4469,17.66,79,40,8.05,PT,1711975173
399,haiku-pauwela,20.9219,-156.3051,21.69,86,75,3.6,US,1711975173
400,motueka,-41.1333,173.0167,13.94,90,57,1.61,NZ,1711975173
401,tevriz,57.509,72.4042,0.69,99,100,2.91,RU,1711975022
402,saint-philippe,-21.3585,55.7679,24.77,95,100,6.33,RE,1711975174
403,dobruska,50.292,16.16,22.97,52,89,8.22,CZ,1711975174
404,pochinki,54.6988,44.8668,7.13,100,100,4.67,RU,1711975174
405,opuwo,-18.0607,13.84,31.23,26,47,1.32,NA,1711974769
406,sabalgarh,26.25,77.4,32.6,15,100,3.88,IN,1711975174
407,ixtapa,20.7,-105.2,21.57,88,75,0.0,MX,1711975174
408,nenjiang,49.1833,125.2167,-3.39,72,7,1.82,CN,1711975157
409,vorkuta,67.5,64.0,-11.14,93,9,4.38,RU,1711975174
410,lobujya,27.95,86.8167,-10.16,87,41,1.19,NP,1711975174
411,souillac,-20.5167,57.5167,28.21,83,75,5.14,MU,1711975174
412,jining,35.405,116.5814,19.22,59,100,3.86,CN,1711974903
413,gebeit,21.0667,36.3167,32.82,18,0,0.49,SD,1711975174
414,allen,41.0706,-85.0144,6.77,94,100,5.14,US,1711974888
415,macia,-25.0269,33.0989,27.71,46,40,3.98,MZ,1711975174
416,palikir - national government center,6.9248,158.1611,27.41,78,100,3.09,FM,1711975174
417,mount isa,-20.7333,139.5,23.87,83,100,0.0,AU,1711975174
418,san pedro pochutla,15.7333,-96.4667,22.84,67,0,1.25,MX,1711975174
419,sola,-13.8833,167.55,25.37,100,100,0.0,VU,1711975175
420,ta`u,-14.2336,-169.5144,29.31,74,9,9.7,AS,1711975175
421,tongouson,5.0214,120.1328,28.27,77,31,2.49,PH,1711975175
422,vila franca do campo,37.7167,-25.4333,18.27,99,100,8.92,PT,1711975175
423,peruibe,-24.32,-46.9983,26.03,71,100,0.29,BR,1711974931
424,cosala,24.4125,-106.6908,15.55,90,100,0.92,MX,1711975175
425,yuzhno-kurilsk,44.0306,145.8556,1.32,86,98,2.04,RU,1711975175
426,kone,-21.0595,164.8658,21.89,84,4,2.02,NC,1711975175
427,port isabel,26.0734,-97.2086,24.02,92,100,9.77,US,1711974901
428,kismayo,-0.3582,42.5454,30.64,65,41,5.94,SO,1711975175
429,yulinshi,38.2906,109.7494,18.13,57,100,2.35,CN,1711975175
430,zyrya,40.3661,50.2917,17.05,66,6,4.01,AZ,1711975175
431,claveria,18.6074,121.0832,26.49,84,100,1.69,PH,1711975175
432,kharabali,47.4196,47.2568,17.77,45,8,2.78,RU,1711975175
433,rongelap,11.1635,166.8941,27.07,76,100,8.85,MH,1711975175
434,hirara,24.8,125.2833,23.15,94,75,4.63,JP,1711975175
435,murun-kuren,49.6342,100.1625,0.05,53,20,5.61,MN,1711975176
436,fortaleza,-3.7227,-38.5247,30.07,87,20,3.09,BR,1711975006
437,anand,22.5667,72.9333,35.99,12,67,4.09,IN,1711975176
438,manggar,-2.8833,108.2667,27.72,78,100,1.33,ID,1711975176
439,murashi,59.3999,48.9615,5.63,89,68,4.37,RU,1711975176
440,revda,56.801,59.9303,2.34,89,77,4.97,RU,1711974785
441,atasu,48.6814,71.6433,4.25,61,41,2.04,KZ,1711975176
442,tolanaro,-25.0319,46.9987,24.04,78,75,6.17,MG,1711975176
443,east london,-33.0153,27.9116,19.52,88,0,3.6,ZA,1711975176
444,mirny,62.5353,113.9611,-6.81,98,100,1.23,RU,1711975176
445,margate,51.3813,1.3862,12.61,76,30,5.81,GB,1711975176
446,krasnyy kut,50.95,46.9667,18.5,52,100,4.66,RU,1711975176
447,simpang,-1.2667,104.0833,25.52,90,100,1.33,ID,1711975176
448,fort st. john,56.2499,-120.8529,-0.06,34,0,3.6,CA,1711975176
449,linxia chengguanzhen,35.6003,103.2064,10.91,37,100,3.44,CN,1711975156
450,vikhorevka,56.1201,101.1636,-4.23,85,100,3.19,RU,1711975176
451,los alamos,35.8881,-106.307,1.48,95,100,3.09,US,1711975176
452,rabigh,22.7986,39.0349,29.99,50,0,6.08,SA,1711975177
453,saint-pierre,-21.3393,55.4781,24.82,88,100,8.75,RE,1711975177
454,arteche,12.2645,125.4048,25.49,87,20,3.37,PH,1711975177
455,kencong,-8.2833,113.3667,25.2,94,100,0.98,ID,1711975177
456,polovinnoye,54.7914,65.9864,2.19,98,100,5.96,RU,1711975177
457,fuman,37.2273,49.3142,19.72,49,1,3.54,IR,1711975177
458,zabol,32.25,67.25,15.06,29,100,8.46,AF,1711975177
459,ambikapur,23.1167,83.2,32.06,13,100,4.71,IN,1711975177
460,mogadishu,2.0371,45.3438,30.93,79,40,6.17,SO,1711975177
461,mil'kovo,55.6078,37.7956,21.22,55,100,6.34,RU,1711975177
462,pindushi,62.9152,34.58,2.18,100,100,2.76,RU,1711975177
463,san julian,21.0167,-102.1667,12.71,50,13,2.01,MX,1711975177
464,hindley,53.5333,-2.5833,9.43,90,100,0.89,GB,1711975177
465,kenai,60.5544,-151.2583,-0.48,99,100,5.66,US,1711974765
466,jumla,29.2747,82.1838,11.89,47,100,1.88,NP,1711975143
467,nanao,37.05,136.9667,9.11,83,0,2.18,JP,1711975158
468,lazaro cardenas,17.9583,-102.2,21.58,79,5,1.26,MX,1711975178
469,barcelos,41.5388,-8.6151,14.08,74,82,6.82,PT,1711975153
470,pozo alcon,37.7026,-2.9337,12.86,47,12,7.42,ES,1711975178
471,kingston,17.997,-76.7936,27.53,69,75,3.09,JM,1711974977
472,flin flon,54.7682,-101.865,-10.09,85,40,2.57,CA,1711974899
473,nizhnesortymskiy,62.4397,71.7603,-0.17,99,100,3.57,RU,1711975178
474,klaksvik,62.2266,-6.589,7.51,87,100,9.45,FO,1711975178
475,kenora,49.8167,-94.4337,-8.46,92,20,1.54,CA,1711975017
476,tynda,55.1667,124.7167,-12.33,96,95,1.22,RU,1711975178
477,birzebbuga,35.8258,14.5269,27.38,39,0,5.66,MT,1711975178
478,qamdo,31.1667,97.2333,0.59,54,4,1.97,CN,1711975178
479,hobyo,5.3505,48.5268,30.15,68,95,6.61,SO,1711975178
480,laela,-8.5667,32.05,22.48,75,74,1.92,TZ,1711975178
481,tianpeng,30.9866,103.9393,23.26,76,100,3.84,CN,1711975178
482,damghan,36.1683,54.348,13.79,31,0,7.39,IR,1711975178
483,bindura,-17.3019,31.3306,29.85,30,42,2.7,ZW,1711975178
484,tabas,33.5959,56.9244,21.79,16,0,5.75,IR,1711975178
485,gisborne,-38.6533,178.0042,12.36,91,6,1.93,NZ,1711975178
486,copala,16.65,-98.9833,24.15,67,0,1.36,MX,1711975178
487,targovishte,43.2592,26.5892,29.2,24,13,2.97,BG,1711975179
488,soe,-9.8607,124.284,20.33,94,81,0.47,ID,1711975179
489,severo-yeniseyskiy,60.3725,93.0408,-10.24,94,100,1.34,RU,1711975179
490,lepsy,46.235,78.9456,7.71,42,0,3.69,KZ,1711975179
491,timimoun,29.2639,0.231,29.21,13,0,5.66,DZ,1711975179
492,dadukou,26.5479,101.7054,25.21,24,30,6.06,CN,1711975179
493,pundong,-7.9522,110.3486,26.88,82,100,1.47,ID,1711975179
494,melfort,52.8667,-104.6177,-5.93,86,100,5.14,CA,1711975179
495,pandan,14.0453,124.1694,26.23,82,42,4.96,PH,1711974792
496,queenstown,-31.8976,26.8753,22.83,54,96,4.95,ZA,1711974766
497,leh,34.1667,77.5833,-6.88,60,43,1.25,IN,1711975179
498,san antonio de pale,-1.4014,5.6325,28.89,72,100,2.61,GQ,1711974759
499,igrim,63.1906,64.4162,0.69,91,97,3.88,RU,1711975179
500,gao,16.6362,1.637,42.96,8,55,7.58,ML,1711975179
501,almus,40.3758,36.9044,25.16,28,11,3.17,TR,1711975179
502,llandrindod wells,52.2416,-3.3787,12.99,61,49,2.76,GB,1711975179
503,obama,35.4958,135.746,11.09,69,1,2.05,JP,1711975179
504,ciudad sabinas hidalgo,26.5,-100.1667,24.34,56,100,1.19,MX,1711975180
505,izberbash,42.5696,47.8645,13.03,76,13,4.51,RU,1711975180
506,canutama,-6.5339,-64.3831,24.44,98,100,0.74,BR,1711975180
507,cuyo,10.8525,121.0086,28.09,80,44,4.81,PH,1711975180
508,ozernyy,55.5802,32.4127,18.61,60,100,4.52,RU,1711975180
509,tabalah,19.95,42.4,27.58,43,9,7.6,SA,1711975180
510,floro,61.5996,5.0328,10.04,62,0,3.09,NO,1711974776
511,walvis bay,-22.9575,14.5053,23.53,56,0,4.12,NA,1711975180
512,zaozersk,69.4005,32.4476,-5.73,68,99,6.46,RU,1711975180
513,pico truncado,-46.7949,-67.9573,7.98,51,85,8.28,AR,1711974794
514,viqueque,-8.8673,126.3658,26.16,88,100,0.98,TL,1711975180
515,san nicolas,18.1725,120.5953,28.95,84,75,2.06,PH,1711975180
516,tsiombe,-25.3,45.4833,24.25,74,93,8.38,MG,1711975180
517,lupane,-18.9315,27.807,31.08,28,99,1.87,ZW,1711975180
518,najran,17.4924,44.1277,28.36,30,30,1.62,SA,1711975181
519,kutum,14.2,24.6667,31.44,6,0,2.03,SD,1711975181
520,broome,42.2506,-75.833,5.93,71,20,2.06,US,1711975181
521,wolmaransstad,-27.1974,25.9831,23.68,41,97,5.13,ZA,1711975181
522,gobabis,-22.45,18.9667,27.06,36,97,1.34,NA,1711975181
523,port shepstone,-30.7414,30.455,25.59,72,100,11.1,ZA,1711975181
524,newberry,34.2746,-81.6187,18.59,79,100,4.44,US,1711975181
525,linares,-35.85,-71.6,11.62,44,88,2.05,CL,1711975181
526,lospalos,-8.5186,127.0025,23.74,92,100,1.0,TL,1711975181
527,basco,20.4487,121.9702,27.17,83,2,3.44,PH,1711975181
528,al kharijah,25.4514,30.5464,34.11,11,0,3.17,EG,1711975181
529,yanchep,-31.55,115.6833,22.19,59,0,4.14,AU,1711975181
530,sucua,-2.4667,-78.1667,21.67,92,100,0.33,EC,1711975181
531,sidney,-33.8679,151.2073,22.61,76,100,7.2,AU,1711974960
532,portales,34.1862,-103.3344,10.55,53,38,3.66,US,1711975181
533,mahibadhoo,3.7833,72.9667,29.53,69,23,2.74,MV,1711975181
